sID,dR,dI,gameLength,choice,RT
2,-8.000000,0,10,2,0.765003
2,32.000000,0,5,2,0.151427
2,4.333333,1,10,1,0.432003
2,-9.000000,0,10,2,0.447003
2,-23.000000,0,10,1,1.421003
2,0.500000,0,5,1,0.257427
2,16.666667,-1,10,1,0.545003
2,14.000000,0,10,2,0.380003
2,3.500000,0,5,1,0.683427
2,3.333333,1,5,2,0.266427
2,9.666667,1,5,2,0.470427
2,6.000000,1,10,2,0.723003
2,23.666667,-1,10,2,0.449003
2,6.000000,0,5,2,0.646427
2,-20.000000,0,5,1,0.329427
2,-18.000000,0,5,1,0.439427
2,-40.666667,-1,10,1,0.407003
2,-7.000000,0,10,1,1.016003
2,21.666667,-1,10,2,1.327003
2,11.500000,0,10,1,0.739003
2,15.333333,1,10,2,0.554003
2,29.000000,0,5,2,0.214427
2,-41.000000,-1,5,1,0.315427
2,18.000000,0,10,1,0.481003
2,32.666667,1,5,2,0.193427
2,-25.500000,0,5,1,0.414427
2,-3.333333,-1,5,2,1.031427
2,24.500000,0,5,2,0.673427
2,-22.000000,0,5,1,0.256427
2,-18.000000,-1,10,1,0.582003
2,-24.666667,-1,10,1,0.595003
2,6.500000,0,5,2,1.057427
2,-18.000000,0,10,1,0.780003
2,27.333333,1,10,2,0.703003
2,-25.333333,-1,5,1,0.182427
2,-1.500000,0,10,1,0.938003
2,27.000000,0,10,2,0.622003
2,-16.666667,1,5,1,0.313427
2,-3.000000,0,5,1,0.658427
2,20.000000,1,10,2,0.543003
2,25.666667,1,5,2,0.236427
2,-7.000000,1,10,1,0.450003
2,-17.500000,0,5,1,0.279427
2,-8.000000,-1,10,1,0.532003
2,5.000000,0,10,2,0.623003
2,7.666667,1,5,2,0.414427
2,7.333333,1,5,1,1.029427
2,-7.000000,0,10,1,0.471003
2,8.000000,0,5,2,0.327427
2,-17.666667,1,5,2,0.435427
2,-15.000000,0,10,1,1.070003
2,-19.000000,0,10,1,0.559003
2,0.666667,-1,5,2,0.486427
2,-19.333333,1,10,2,0.329003
2,2.333333,-1,5,1,0.416427
2,-20.500000,0,10,2,0.757003
2,-9.500000,0,5,2,0.579427
2,-14.666667,-1,10,1,0.597003
2,29.500000,0,5,2,0.162427
2,6.500000,0,10,1,0.263003
2,-1.000000,0,10,2,0.358003
2,-23.000000,0,10,1,0.477003
2,-36.000000,0,5,1,0.184427
2,-26.500000,0,5,1,0.340427
2,-10.000000,1,10,1,0.818003
2,29.333333,-1,10,2,0.328003
2,22.500000,0,5,2,0.370427
2,2.666667,-1,5,1,0.619427
2,-3.000000,0,5,1,0.518427
2,-10.000000,0,10,1,0.856003
2,-7.000000,0,5,1,0.436427
2,-1.333333,-1,10,1,0.934003
2,-11.500000,0,5,1,0.681427
2,-6.500000,0,5,1,0.423427
2,0.500000,0,10,1,0.344003
2,-11.000000,0,5,1,0.787427
2,-20.500000,0,5,1,0.298427
2,-25.500000,0,10,1,1.139003
2,-16.500000,0,10,1,0.702003
2,-6.666667,1,10,1,0.810003
2,26.666667,-1,10,2,1.487003
2,-31.000000,0,5,1,0.682427
2,27.333333,-1,5,2,0.148427
2,-2.666667,-1,10,2,0.315003
2,-8.500000,0,5,1,0.190427
2,21.333333,1,5,2,0.296427
2,22.000000,-1,10,1,0.363003
2,-15.000000,1,10,1,0.381003
2,-29.000000,0,5,1,0.366427
2,-19.500000,0,5,2,0.348427
2,-8.500000,0,5,1,1.139427
2,-6.500000,0,5,2,0.353427
2,-38.666667,-1,5,1,0.327427
2,15.000000,0,10,1,0.229003
2,26.500000,0,10,2,0.567003
2,-11.333333,1,10,1,0.157003
2,0.000000,-1,10,1,0.328003
2,-31.666667,-1,10,1,0.697003
2,-0.666667,-1,10,2,0.498003
2,-11.500000,0,10,1,0.253003
2,23.333333,1,5,2,0.514427
2,12.500000,0,5,2,0.423427
2,-29.500000,0,10,1,0.546003
2,23.500000,0,10,2,0.983003
2,12.000000,0,5,2,0.420427
2,-14.000000,1,5,1,0.447427
2,30.666667,1,10,2,0.956003
2,-26.000000,1,10,1,1.070003
2,-9.500000,0,10,1,1.607003
2,-16.000000,-1,10,2,0.212003
2,33.500000,0,5,2,0.151427
2,-21.333333,1,10,2,0.727003
2,12.666667,1,10,1,0.221003
2,5.500000,0,5,2,0.455427
2,2.000000,0,5,2,0.440427
2,-33.666667,-1,5,1,0.380427
2,-14.000000,1,5,1,0.209427
2,22.000000,0,10,1,0.443003
2,36.333333,-1,10,1,0.298003
2,7.666667,1,5,2,0.245427
2,-1.500000,0,5,2,0.296427
2,4.666667,1,10,2,0.997003
2,15.666667,1,10,1,0.488003
2,-16.333333,1,10,2,1.367003
2,12.333333,-1,10,2,1.601003
2,-17.333333,-1,5,1,0.381427
2,23.000000,1,10,2,0.530003
2,5.000000,1,10,1,0.337003
2,-16.666667,-1,10,1,0.621003
2,-16.333333,1,5,1,0.412427
2,-8.333333,1,10,1,0.516003
2,25.666667,-1,10,2,0.503003
2,-5.333333,-1,5,2,0.225427
2,8.500000,0,10,2,0.715003
2,-17.500000,0,5,1,0.573427
2,35.000000,0,10,2,0.964003
2,17.000000,0,10,2,1.139003
2,-0.500000,0,10,1,0.428003
2,-10.500000,0,5,2,1.261427
2,26.500000,0,5,2,0.323427
2,19.666667,1,10,2,0.634003
2,-2.500000,0,5,1,0.675427
2,-4.666667,-1,5,2,0.365427
2,30.000000,1,5,2,0.452427
2,11.000000,1,5,2,0.952427
2,9.500000,0,10,2,1.515003
2,-18.000000,0,5,1,0.236427
2,17.000000,1,10,1,0.163003
2,3.666667,-1,5,2,0.259427
2,-8.000000,0,10,2,0.438003
2,44.333333,-1,10,2,0.940003
2,1.000000,0,10,1,0.927003
2,-11.500000,0,10,1,0.609003
2,-9.000000,0,5,2,1.126427
2,42.000000,-1,5,2,0.138427
2,-5.666667,-1,5,1,0.708427
2,-6.333333,1,10,1,0.834003
2,-6.000000,0,5,2,0.657427
2,3.500000,0,5,2,0.692427
2,-36.000000,-1,5,1,0.176427
2,-44.333333,-1,5,1,0.218427
2,12.500000,0,10,2,0.346003
2,-20.333333,-1,10,1,0.371003
2,-4.500000,0,5,1,0.659427
2,15.666667,-1,10,1,0.684003
2,9.666667,-1,10,1,0.669003
2,-12.000000,0,10,1,1.008003
2,36.500000,0,10,2,0.318003
2,14.333333,1,5,2,0.315427
2,-25.500000,0,10,1,1.076003
2,-1.500000,0,10,1,0.865003
2,-11.333333,1,5,1,0.919427
2,-43.000000,1,10,1,0.536003
2,8.500000,0,5,2,0.333427
2,-19.333333,-1,5,1,0.827427
2,-7.000000,-1,10,1,0.416003
2,-28.666667,1,10,2,0.493003
2,0.000000,1,5,2,2.190427
2,-24.666667,1,5,1,0.263427
2,25.500000,0,10,2,0.511003
2,-4.000000,0,10,1,0.829003
2,32.333333,-1,5,2,0.161427
2,-20.000000,0,10,1,0.410003
2,12.666667,-1,5,2,0.170427
2,-25.000000,1,5,1,0.671427
2,12.500000,0,10,1,0.221003
2,4.000000,0,10,1,0.391003
2,0.666667,-1,5,1,0.500427
2,9.000000,0,5,2,0.263427
2,-7.500000,0,5,1,0.411427
2,-20.000000,0,10,1,0.570003
2,-11.333333,-1,10,2,0.257003
2,-7.000000,1,10,1,1.527003
2,10.000000,1,5,2,0.306427
2,24.000000,0,5,2,0.316427
2,-9.000000,-1,10,1,1.324003
2,-7.000000,-1,5,2,2.174427
2,14.666667,-1,5,2,0.331427
2,8.666667,1,5,1,0.264427
2,27.666667,-1,5,2,0.168427
2,6.000000,-1,5,2,0.476427
2,3.500000,0,10,1,0.548003
2,-11.500000,0,10,1,1.825003
2,18.500000,0,10,2,0.372003
2,23.500000,0,5,2,0.810427
2,19.000000,1,5,2,0.414427
2,-11.000000,1,10,1,0.621003
2,5.000000,-1,10,1,0.978003
2,25.000000,0,5,2,0.333427
2,39.500000,0,5,2,0.162427
2,-15.000000,-1,10,1,0.489003
2,-14.000000,0,5,1,1.009427
2,-16.333333,-1,5,1,0.932427
2,-22.666667,-1,5,1,1.421427
2,25.500000,0,5,2,0.370427
2,-26.666667,-1,5,1,0.649427
2,36.500000,0,5,2,0.161427
2,43.666667,1,10,1,0.142003
2,-3.333333,1,5,2,0.556427
2,-5.500000,0,10,2,2.193003
2,50.333333,1,5,2,0.146427
2,-16.000000,1,5,1,0.366427
2,-28.000000,0,10,1,0.561003
2,-1.000000,1,5,1,0.261427
2,-24.000000,0,10,2,0.291003
2,-21.666667,-1,10,1,0.504003
2,-20.500000,0,5,1,0.569427
2,-7.500000,0,10,1,0.539003
2,19.500000,0,10,2,0.546003
2,7.000000,0,10,1,0.399003
2,27.666667,-1,5,2,0.528427
2,11.500000,0,5,2,0.381427
2,23.333333,-1,5,2,0.158427
2,11.000000,0,10,1,0.696003
2,-5.666667,-1,5,2,0.530427
2,25.500000,0,10,1,0.649003
2,-33.500000,0,10,1,0.536003
2,18.333333,-1,10,1,0.402003
2,9.000000,0,5,2,0.189427
2,-29.000000,0,5,1,0.179427
2,-21.500000,0,10,1,0.844003
2,-5.000000,1,5,1,1.153427
2,22.333333,-1,5,2,0.344427
2,17.000000,-1,10,2,0.688003
2,27.500000,0,10,1,0.151003
2,10.500000,0,10,1,0.709003
2,17.000000,0,5,2,0.354427
2,13.333333,1,5,2,0.838427
2,22.500000,0,5,2,0.725427
2,37.000000,0,10,2,0.456003
3,-21.666667,1,10,1,0.629899
3,-20.000000,1,10,2,0.593899
3,-3.000000,1,5,1,3.009407
3,19.666667,1,5,2,0.349407
3,-5.666667,1,5,1,0.565407
3,-13.500000,0,10,1,0.251899
3,36.500000,0,10,2,0.220899
3,-11.000000,1,10,1,0.173899
3,17.666667,-1,10,2,1.104899
3,4.500000,0,5,2,0.490407
3,18.000000,0,10,2,0.384899
3,-13.000000,0,10,1,0.201899
3,-28.000000,-1,10,1,0.113899
3,-4.500000,0,5,1,1.154407
3,4.000000,0,10,2,0.797899
3,19.000000,-1,5,2,0.266407
3,-19.500000,0,5,1,0.985407
3,4.000000,1,5,1,0.385407
3,-39.000000,0,10,1,0.159899
3,-4.500000,0,5,2,1.213407
3,-6.000000,0,5,2,1.139407
3,13.333333,1,10,2,0.151899
3,2.333333,1,10,2,0.146899
3,2.000000,0,10,2,0.970899
3,-31.000000,0,10,1,0.255899
3,17.333333,1,10,2,0.252899
3,3.666667,-1,5,1,0.560407
3,31.000000,-1,5,2,0.190407
3,17.000000,1,10,2,0.165899
3,5.666667,-1,10,1,1.538899
3,-6.000000,-1,10,1,0.578899
3,22.666667,-1,10,1,0.768899
3,10.500000,0,5,2,0.386407
3,19.000000,0,5,2,0.197407
3,7.666667,-1,10,1,1.960899
3,30.500000,0,5,2,0.157407
3,1.000000,1,10,1,0.675899
3,6.500000,0,5,2,0.312407
3,11.000000,0,5,1,1.278407
3,2.500000,0,5,1,1.717407
3,4.000000,0,10,1,0.286899
3,-26.000000,0,5,1,0.389407
3,5.000000,0,10,2,0.744899
3,-4.000000,1,10,1,0.810899
3,5.666667,-1,5,2,2.144407
3,-3.333333,1,5,1,0.952407
3,-11.333333,1,10,1,0.314899
3,-10.333333,-1,5,2,1.140407
3,-16.500000,0,10,1,0.402899
3,-2.333333,-1,5,2,0.325407
3,-12.500000,0,10,1,1.164899
3,-17.666667,-1,10,1,1.919899
3,-18.500000,0,10,2,0.257899
3,-8.500000,0,5,1,0.278407
3,1.000000,0,10,2,0.264899
3,32.666667,1,10,2,0.173899
3,24.000000,0,10,2,0.318899
3,-36.000000,-1,5,1,0.313407
3,9.333333,-1,10,1,0.865899
3,-8.500000,0,5,2,0.211407
3,-22.666667,1,5,1,0.384407
3,-12.333333,-1,10,1,0.116899
3,28.500000,0,10,2,0.777899
3,31.500000,0,10,2,1.049899
3,-17.000000,-1,10,1,0.358899
3,1.500000,0,10,2,0.955899
3,-1.666667,-1,10,1,0.597899
3,5.666667,-1,10,1,0.633899
3,4.000000,0,10,1,0.769899
3,-20.000000,0,10,1,0.186899
3,-17.333333,1,5,1,1.220407
3,8.666667,-1,5,2,0.523407
3,-18.000000,0,10,1,0.848899
3,12.000000,0,10,2,0.210899
3,5.666667,-1,5,1,0.984407
3,-9.333333,-1,5,1,0.747407
3,20.000000,-1,5,2,0.415407
3,10.000000,0,5,1,1.353407
3,-30.500000,0,10,1,0.354899
3,-5.500000,0,5,2,0.207407
3,23.500000,0,5,2,0.319407
3,-8.500000,0,10,1,0.319899
3,19.333333,1,5,2,0.466407
3,-2.000000,0,5,1,0.365407
3,14.000000,0,10,1,0.402899
3,15.000000,0,5,1,0.620407
3,-5.000000,0,5,1,0.565407
3,0.500000,0,5,1,0.874407
3,4.666667,1,5,2,0.628407
3,-2.666667,1,10,1,1.407899
3,5.500000,0,5,2,1.818407
3,24.000000,0,5,2,0.286407
3,-11.000000,0,10,1,0.952899
3,-49.000000,-1,5,1,0.309407
3,2.000000,-1,10,1,0.907899
3,-2.333333,-1,10,1,1.591899
3,34.000000,0,5,2,1.306407
3,4.666667,1,10,2,0.371899
3,26.000000,-1,10,2,0.227899
3,-16.000000,-1,10,1,0.145899
3,10.000000,1,5,2,0.205407
3,36.000000,1,5,2,2.097407
3,13.666667,1,5,2,0.296407
3,-34.000000,0,10,1,0.089899
3,5.000000,0,10,2,0.523899
3,-18.666667,-1,10,1,0.089899
3,13.500000,0,10,2,0.273899
3,-22.000000,0,10,1,0.411899
3,28.500000,0,10,2,0.240899
3,-23.333333,1,5,1,0.288407
3,-28.000000,-1,5,1,0.582407
3,30.000000,1,5,2,0.419407
3,20.333333,-1,5,2,0.185407
3,-20.666667,1,5,1,0.221407
3,-30.000000,-1,5,1,0.088407
3,14.000000,-1,10,2,0.471899
3,19.000000,0,5,1,0.812407
3,-12.500000,0,10,1,1.020899
3,-8.000000,0,10,1,0.229899
3,26.000000,0,5,2,0.161407
3,2.333333,-1,5,2,1.523407
3,-14.500000,0,5,1,0.133407
3,8.000000,0,10,1,0.206899
3,-6.000000,0,10,1,1.231899
3,6.000000,1,5,2,0.942407
3,-39.500000,0,10,1,0.093899
3,23.500000,0,5,2,0.953407
3,-3.333333,1,5,1,0.453407
3,4.000000,1,5,2,0.307407
3,-28.000000,-1,10,1,0.109899
3,-8.000000,0,5,1,1.049407
3,-31.000000,0,5,1,0.171407
3,-27.666667,-1,5,1,0.511407
3,-7.333333,1,10,2,1.135899
3,3.500000,0,10,1,0.253899
3,-15.500000,0,5,2,1.709407
3,-9.666667,1,5,1,1.437407
3,-13.666667,-1,5,1,2.306407
3,26.000000,0,5,2,0.332407
3,6.666667,1,5,2,1.138407
3,-27.500000,0,5,1,0.854407
3,28.500000,0,10,2,0.927899
3,28.666667,1,10,2,0.107899
3,-3.000000,0,5,2,0.286407
3,-15.000000,-1,10,1,0.395899
3,-15.000000,-1,5,1,1.661407
3,13.333333,1,5,2,0.376407
3,-1.500000,0,5,1,0.165407
3,-15.333333,1,5,1,0.292407
3,-16.500000,0,5,1,0.452407
3,1.000000,0,5,2,0.270407
3,17.000000,0,10,2,0.130899
3,2.333333,-1,10,2,0.524899
3,-16.333333,1,5,1,0.290407
3,20.000000,1,5,2,0.554407
3,32.000000,0,10,1,1.554899
3,21.500000,0,5,2,1.098407
3,-21.500000,0,10,1,0.191899
3,-13.000000,0,10,1,1.289899
3,4.000000,0,10,2,0.627899
3,6.000000,0,10,1,0.540899
3,-18.666667,1,10,1,0.150899
3,4.333333,-1,5,2,0.572407
3,-5.333333,1,5,1,2.307407
3,-15.500000,0,5,1,1.141407
3,-15.000000,0,5,1,0.510407
3,6.000000,-1,10,1,0.884899
3,-1.500000,0,10,1,0.966899
3,6.333333,1,5,1,0.500407
3,21.500000,0,5,2,0.724407
3,-5.000000,0,10,2,0.753899
3,-10.666667,-1,5,1,0.698407
3,33.000000,1,5,2,0.341407
3,28.666667,1,5,2,0.377407
3,-34.000000,0,5,1,0.102407
3,21.500000,0,5,2,1.081407
3,17.000000,1,10,2,0.534899
3,-15.666667,1,10,1,0.421899
3,-3.000000,0,5,1,0.667407
3,-3.000000,0,10,1,0.203899
3,35.666667,1,10,2,0.245899
3,3.500000,0,5,2,0.667407
3,26.500000,0,5,2,0.258407
3,-16.500000,0,5,1,0.633407
3,-2.000000,0,10,1,0.418899
3,31.000000,1,5,2,0.517407
3,11.666667,1,5,1,0.493407
3,29.000000,0,10,2,0.348899
3,33.000000,1,10,2,0.164899
3,1.333333,1,10,1,0.463899
3,-18.333333,-1,5,2,1.190407
3,-0.500000,0,5,1,0.800407
3,12.000000,-1,5,2,0.118407
3,3.500000,0,5,1,0.385407
3,7.666667,-1,5,2,0.144407
3,-36.500000,0,10,1,0.236899
3,8.000000,0,10,1,1.153899
3,-26.500000,0,10,1,0.629899
3,-25.500000,0,10,1,0.326899
3,1.000000,0,10,1,0.635899
3,27.666667,1,10,2,0.607899
3,8.333333,-1,5,2,0.091407
3,19.000000,0,5,2,0.938407
3,-24.666667,-1,10,1,0.130899
3,-12.000000,1,10,1,0.219899
3,-24.333333,-1,5,1,0.933407
3,34.333333,-1,5,2,0.330407
3,11.000000,1,5,1,1.103407
3,21.333333,-1,10,1,1.229899
3,6.500000,0,5,2,2.537407
3,3.000000,0,5,2,2.151407
3,-10.000000,0,10,1,0.380899
3,38.000000,-1,10,2,0.190899
3,-16.000000,0,10,2,0.189899
3,-4.500000,0,5,1,0.982407
3,-29.666667,-1,5,1,0.335407
3,-11.000000,1,5,1,1.805407
3,-4.000000,0,10,1,0.639899
3,27.000000,0,5,2,0.111407
3,-26.500000,0,10,1,0.393899
3,17.000000,0,10,2,0.659899
3,10.333333,1,10,2,0.298899
3,14.333333,-1,5,2,0.363407
3,15.666667,1,10,2,0.188899
3,-7.500000,0,10,1,1.143899
3,1.000000,-1,10,1,0.787899
3,-22.666667,-1,5,1,1.906407
3,21.666667,1,10,2,0.483899
3,-21.000000,0,5,1,1.298407
3,44.666667,-1,10,2,0.602899
3,-11.000000,0,5,1,2.299407
3,0.000000,-1,5,2,0.970407
3,-9.333333,1,10,2,0.869899
3,16.000000,0,5,1,1.024407
3,-31.000000,0,5,1,1.307407
3,21.500000,0,10,2,0.151899
3,4.500000,0,5,2,0.395407
3,7.666667,-1,5,2,0.342407
3,41.333333,-1,10,2,0.772899
3,-21.000000,0,5,1,0.902407
3,3.500000,0,10,1,0.965899
3,-6.000000,0,10,1,0.207899
3,1.000000,0,5,2,1.626407
3,24.000000,0,10,2,0.787899
3,-23.000000,0,5,2,0.415407
3,-24.666667,-1,10,1,0.344899
3,-31.333333,-1,10,1,0.186899
3,5.000000,-1,5,2,0.717407
3,14.000000,0,10,2,0.255899
3,31.000000,-1,10,2,0.342899
3,-24.000000,1,10,1,0.407899
3,-7.000000,1,5,2,0.645407
3,-14.500000,0,5,1,0.214407
3,-21.000000,0,5,1,0.435407
3,34.500000,0,10,2,0.167899
3,-13.000000,1,10,1,0.524899
3,-26.000000,1,10,1,0.623899
3,12.333333,-1,10,2,0.763899
3,-26.333333,-1,10,1,0.167899
3,-25.500000,0,10,1,0.719899
3,1.000000,0,10,2,0.658899
3,-6.333333,1,10,1,0.211899
3,-25.500000,0,5,1,0.231407
3,15.666667,-1,10,2,0.135899
3,40.333333,-1,10,2,0.178899
3,-33.000000,0,5,1,0.287407
3,25.000000,1,10,2,0.671899
3,-10.666667,1,10,1,0.932899
3,-37.000000,1,5,1,0.193407
3,0.666667,1,10,1,0.886899
3,-11.000000,-1,10,2,0.979899
3,-9.666667,1,10,1,0.838899
3,8.333333,1,10,2,0.275899
3,9.000000,0,5,2,0.188407
3,-35.333333,1,10,1,0.506899
3,47.000000,-1,5,2,0.643407
3,2.500000,0,5,1,0.824407
3,-13.000000,0,5,2,0.378407
3,-31.000000,-1,10,1,0.281899
3,-26.666667,1,10,1,0.671899
3,-12.666667,1,5,1,0.561407
3,-3.500000,0,10,1,0.985899
3,19.333333,-1,5,2,2.324407
3,11.000000,1,10,2,0.325899
3,-11.500000,0,10,1,0.155899
3,6.500000,0,5,2,0.206407
3,-1.333333,-1,10,2,0.538899
3,-9.000000,-1,5,2,0.407407
3,7.000000,0,5,2,0.567407
3,-22.500000,0,10,1,0.197899
3,15.000000,0,10,2,0.389899
3,4.000000,1,10,1,0.335899
3,15.000000,0,10,2,0.598899
3,4.000000,0,5,1,0.397407
3,-9.000000,0,5,2,1.299407
3,2.000000,0,10,1,1.100899
3,-16.500000,0,5,1,0.374407
3,32.000000,0,5,2,0.683407
3,-8.666667,-1,10,1,0.089899
3,34.333333,-1,5,2,0.931407
3,41.500000,0,5,2,1.175407
3,-10.000000,0,10,1,0.254899
3,-12.333333,-1,10,1,0.765899
3,22.000000,0,10,2,2.028899
3,-8.666667,-1,5,2,0.547407
3,2.000000,0,5,2,1.080407
3,-23.000000,0,5,1,0.458407
3,-24.666667,1,5,1,0.370407
3,-6.666667,-1,5,1,0.395407
3,30.500000,0,10,2,0.136899
3,-15.000000,0,10,1,0.344899
3,31.000000,-1,5,2,0.358407
3,-51.666667,1,5,1,0.136407
3,5.000000,0,10,2,3.505899
3,-19.000000,0,5,1,0.160407
3,-13.500000,0,5,1,0.453407
3,-21.000000,1,5,1,0.163407
3,18.666667,1,5,1,0.677407
3,-12.000000,1,5,1,0.333407
3,15.000000,0,10,2,0.705899
7,-17.666667,-1,10,1,0.577102
7,24.333333,-1,10,1,0.858102
7,-27.000000,0,5,1,0.698907
7,35.000000,1,10,2,0.734102
7,-13.666667,1,5,1,1.657907
7,4.000000,-1,5,2,0.897907
7,-34.666667,1,10,1,0.454102
7,13.000000,0,5,1,1.477907
7,-6.000000,0,5,1,0.515907
7,-1.000000,1,10,1,0.958102
7,13.000000,1,5,1,0.373907
7,-1.000000,1,10,1,0.570102
7,32.000000,1,5,2,1.251907
7,-9.000000,0,10,1,0.474102
7,-3.666667,1,5,1,0.251907
7,14.666667,1,10,2,1.079102
7,8.000000,0,10,2,0.729102
7,-9.000000,-1,10,1,1.332102
7,-2.000000,0,10,1,0.428102
7,12.333333,1,5,1,0.200907
7,-26.500000,0,5,1,0.354907
7,-3.000000,0,10,1,0.385102
7,15.666667,-1,10,2,0.226102
7,40.000000,-1,10,2,2.214102
7,6.333333,-1,10,2,0.941102
7,0.333333,-1,10,2,2.713102
7,25.500000,0,10,2,0.641102
7,-25.500000,0,10,1,0.883102
7,25.333333,-1,5,2,0.126907
7,12.333333,1,5,2,1.716907
7,2.666667,1,5,2,1.381907
7,24.000000,0,5,2,2.465907
7,5.500000,0,5,1,0.548907
7,26.000000,0,10,2,0.292102
7,-1.500000,0,10,2,1.210102
7,-9.666667,-1,5,1,2.071907
7,24.000000,0,10,2,1.840102
7,13.000000,1,10,2,1.660102
7,-14.666667,-1,10,1,0.806102
7,-14.000000,0,10,2,0.617102
7,20.500000,0,10,2,0.231102
7,-10.666667,1,10,1,1.806102
7,3.000000,-1,10,2,2.024102
7,32.500000,0,10,2,0.757102
7,-21.000000,0,10,1,1.216102
7,-36.000000,0,5,1,0.847907
7,-1.000000,0,5,2,0.453907
7,8.333333,1,10,2,1.107102
7,24.000000,1,10,2,0.827102
7,0.000000,0,5,2,1.178907
7,15.500000,0,10,2,1.028102
7,13.000000,1,5,2,0.364907
7,9.000000,-1,10,2,0.178102
7,13.000000,0,10,2,1.266102
7,0.666667,-1,10,2,1.609102
7,-0.333333,1,10,1,1.381102
7,29.000000,0,10,2,0.479102
7,35.500000,0,5,2,0.343907
7,-29.000000,0,10,1,1.090102
7,5.000000,-1,5,2,0.331907
7,-7.666667,-1,10,1,0.713102
7,1.333333,-1,5,1,0.845907
7,21.333333,-1,5,2,0.179907
7,-5.000000,0,10,2,1.270102
7,-4.666667,1,10,1,1.169102
7,-11.666667,-1,5,1,0.761907
7,18.666667,-1,10,2,0.826102
7,25.500000,0,10,2,1.581102
7,12.000000,0,10,2,0.290102
7,-11.000000,0,5,1,0.304907
7,-11.666667,1,10,1,2.519102
7,-0.500000,0,5,1,1.612907
7,-36.333333,1,5,1,0.231907
7,-33.000000,0,10,1,0.607102
7,2.333333,-1,10,2,0.539102
7,-6.500000,0,5,2,1.014907
7,-21.000000,-1,5,1,1.109907
7,31.000000,-1,10,2,0.861102
7,5.000000,0,5,1,0.752907
7,11.000000,0,5,2,1.103907
7,8.000000,0,5,1,1.251907
7,33.000000,0,5,2,0.369907
7,-4.500000,0,5,1,3.477907
7,-17.500000,0,10,1,1.217102
7,-19.666667,1,10,1,0.991102
7,-5.333333,-1,5,2,2.034907
7,-11.666667,-1,10,1,0.857102
7,-1.500000,0,10,1,0.483102
7,-15.000000,0,10,1,0.475102
7,-20.333333,1,10,1,0.421102
7,-18.333333,1,10,1,1.012102
7,8.333333,-1,10,1,0.196102
7,5.000000,0,10,2,0.208102
7,33.000000,1,5,2,0.762907
7,-21.500000,0,5,1,1.090907
7,1.666667,-1,5,2,2.260907
7,3.000000,0,5,2,1.185907
7,12.000000,-1,10,1,0.385102
7,-3.666667,1,10,2,0.948102
7,20.500000,0,5,2,0.929907
7,30.500000,0,5,2,1.447907
7,-42.000000,0,10,1,1.105102
7,-2.000000,-1,5,2,2.610907
7,-1.666667,1,10,2,2.226102
